Households,Population,Total_rooms,Total_bedrooms,Longitude,Latitude,Median_income,Median_house_value,Ocean_proximity
397,1003,1003,393,-116.99,32.79,4.0658,165100,<1H OCEAN
397,941,941,420,-119.27,34.28,4.125,349000,NEAR OCEAN
397,1252,1252,411,-121.11,37.76,4.1833,192100,INLAND
397,1237,1237,416,-122.02,37.99,4.45,161900,NEAR BAY
397,844,844,386,-118.46,34.18,4.5081,251400,<1H OCEAN
397,1050,1050,421,-117.82,33.89,4.6172,238300,<1H OCEAN
397,1246,1246,420,-121.06,37.73,4.9236,155900,INLAND
397,987,987,469,-118.34,33.8,5.0951,318900,<1H OCEAN
397,1255,1255,429,-122.42,37.67,5.1205,226300,NEAR OCEAN
397,1109,1109,354,-118.51,34.26,5.5433,332500,<1H OCEAN
397,834,834,445,-117.7,33.5,5.5677,245400,<1H OCEAN
397,1014,1014,413,-119.66,34.44,6.5631,500001,<1H OCEAN
397,1115,1115,406,-122.46,37.72,6.7228,405200,NEAR OCEAN
397,1317,1317,406,-121.98,37.95,6.7821,265900,INLAND
397,1318,1318,417,-118.94,35.39,7.7751,194100,INLAND
397,1030,1030,394,-122.13,37.72,7.912,367300,NEAR BAY
397,1147,1147,388,-117.8,33.67,8.284,302500,<1H OCEAN
398,1449,1449,378,-119.25,35.77,1.6786,56500,INLAND
398,1820,1820,400,-118.18,33.93,2.1641,122900,<1H OCEAN
398,1397,1397,385,-119.58,36.11,2.2169,61600,INLAND
398,972,972,456,-117.28,34.16,2.3778,90700,INLAND
398,1113,1113,434,-122.3,38.29,2.4728,139700,NEAR BAY
398,1208,1208,392,-119.56,36.71,2.5741,73000,INLAND
398,1257,1257,383,-119.72,34.42,2.6019,250000,NEAR OCEAN
398,940,940,416,-118.12,34.16,2.8631,188600,<1H OCEAN
398,1097,1097,400,-117.04,32.73,3.2717,130700,NEAR OCEAN
398,927,927,401,-121.37,38.59,3.5179,207800,INLAND
398,1179,1179,376,-122.33,37.97,3.5463,130800,NEAR BAY
398,1039,1039,410,-122.64,38.24,3.7917,151600,<1H OCEAN
398,1167,1167,423,-120.75,37.69,3.8214,116100,INLAND
398,1316,1316,406,-121.17,37.82,3.8472,197600,INLAND
398,712,712,427,-122.39,37.76,3.9722,290900,NEAR BAY
398,1967,1967,407,-117.98,34.06,4.0274,160700,<1H OCEAN
398,1003,1003,391,-122.26,38.0,4.2269,170500,NEAR BAY
398,1741,1741,406,-118.03,33.91,4.2437,164100,<1H OCEAN
398,928,928,366,-118.35,33.91,4.3187,269700,<1H OCEAN
398,1079,1079,416,-118.03,34.1,4.4236,233600,INLAND
398,840,840,400,-122.56,38.01,4.6,239500,NEAR BAY
398,1064,1064,421,-118.51,34.21,4.7,223600,<1H OCEAN
398,1274,1274,387,-118.08,33.95,4.8304,160600,<1H OCEAN
398,1314,1314,420,-117.32,33.25,4.85,186900,<1H OCEAN
398,973,973,410,-121.91,37.33,4.8854,330600,<1H OCEAN
398,868,868,458,-118.61,34.31,5.0151,285200,<1H OCEAN
398,1166,1166,422,-117.04,32.63,5.1354,181600,NEAR OCEAN
398,957,957,433,-121.98,37.16,5.3468,279900,<1H OCEAN
398,1149,1149,421,-120.71,35.27,5.4287,331600,NEAR OCEAN
398,1104,1104,403,-122.25,37.82,5.883,340700,NEAR BAY
398,1049,1049,447,-117.82,33.66,6.4967,387500,<1H OCEAN
398,1181,1181,431,-117.77,33.72,6.5743,278700,<1H OCEAN
398,1076,1076,417,-122.04,37.3,6.9238,345900,<1H OCEAN
398,1247,1247,371,-117.86,33.62,10.1989,500001,<1H OCEAN
399,930,930,449,-122.35,40.68,1.3801,56600,INLAND
399,1208,1208,428,-120.06,36.97,1.4044,61700,INLAND
399,1296,1296,378,-118.26,33.95,1.6389,96700,<1H OCEAN
399,878,878,396,-123.2,39.14,1.8042,109200,<1H OCEAN
399,1543,1543,419,-118.25,33.96,1.8672,98100,<1H OCEAN
399,1190,1190,437,-118.2,33.77,1.9797,143800,NEAR OCEAN
399,599,599,430,-117.31,33.18,2.0147,87700,NEAR OCEAN
399,1018,1018,472,-118.29,33.74,2.2188,306700,NEAR OCEAN
399,853,853,471,-121.04,39.22,2.25,112500,INLAND
399,1691,1691,458,-118.21,33.79,2.3605,141800,NEAR OCEAN
399,1024,1024,431,-116.95,33.74,2.4554,89400,INLAND
399,871,871,426,-117.94,33.64,2.6221,272000,<1H OCEAN
399,969,969,430,-121.93,37.31,2.6573,252800,<1H OCEAN
399,870,870,422,-119.34,36.31,2.7,88900,INLAND
399,1205,1205,412,-121.74,39.15,2.8,71200,INLAND
399,755,755,646,-118.02,33.65,2.8352,408300,NEAR OCEAN
399,1432,1432,497,-120.46,37.51,2.9,83100,INLAND
399,1021,1021,427,-122.3,38.29,3.0404,142100,NEAR BAY
399,1010,1010,606,-119.98,38.92,3.15,86900,INLAND
399,1134,1134,518,-118.6,37.39,3.2132,166000,INLAND
399,1216,1216,389,-122.46,37.72,3.3208,238600,NEAR OCEAN
399,2089,2089,428,-117.86,33.72,3.413,150600,<1H OCEAN
399,1159,1159,401,-122.12,37.68,3.4839,180600,NEAR BAY
399,1208,1208,399,-122.41,37.74,3.6429,230000,NEAR BAY
399,1060,1060,431,-118.19,33.86,3.7031,167100,<1H OCEAN
399,1531,1531,435,-118.44,34.24,3.725,178200,<1H OCEAN
399,1059,1059,405,-122.2,37.8,3.8487,203300,NEAR BAY
399,1463,1463,374,-117.54,34.11,3.9241,131500,INLAND
399,1358,1358,429,-118.22,33.84,4.0687,160300,<1H OCEAN
399,1225,1225,419,-122.46,37.72,4.0855,244100,NEAR OCEAN
399,950,950,426,-117.83,33.65,4.1103,250400,<1H OCEAN
399,981,981,454,-122.0,36.98,4.3,275000,NEAR OCEAN
399,969,969,411,-121.99,37.98,4.4536,184000,INLAND
399,1101,1101,409,-118.12,33.85,4.6908,218200,<1H OCEAN
399,1224,1224,410,-117.87,33.84,5.1182,249200,<1H OCEAN
399,1248,1248,390,-118.02,33.91,5.4236,216700,<1H OCEAN
399,1154,1154,416,-117.7,35.64,5.8625,109400,INLAND
399,946,946,404,-117.61,33.41,6.1557,402900,NEAR OCEAN
399,1158,1158,406,-118.27,34.18,6.2976,498400,<1H OCEAN
399,1197,1197,422,-117.28,33.1,6.5338,267900,NEAR OCEAN
399,724,724,451,-118.44,33.88,6.6494,500001,NEAR OCEAN
399,1079,1079,401,-122.05,37.34,7.7865,423900,<1H OCEAN
399,916,916,433,-118.47,34.06,9.4664,500001,<1H OCEAN
400,1162,1162,456,-122.27,37.82,1.2475,104200,NEAR BAY
400,1859,1859,440,-118.26,34.02,1.3134,96200,<1H OCEAN
400,940,940,418,-121.63,39.15,1.5613,72500,INLAND
400,1067,1067,394,-118.29,33.9,1.7714,159400,<1H OCEAN
400,1613,1613,453,-119.09,36.21,1.8828,44600,INLAND
400,914,914,395,-120.99,37.66,1.933,107000,INLAND
400,1734,1734,382,-121.25,37.93,2.0833,48300,INLAND
400,1060,1060,403,-120.67,38.76,2.1682,138100,INLAND
400,1880,1880,393,-117.91,33.84,2.2716,350000,<1H OCEAN
400,983,983,435,-117.07,32.6,2.2903,106300,NEAR OCEAN
400,804,804,460,-119.7,34.43,2.375,293800,<1H OCEAN
400,686,686,430,-118.31,33.88,2.3812,237500,<1H OCEAN
400,880,880,464,-117.14,32.75,2.4167,131300,NEAR OCEAN
400,1270,1270,405,-116.95,33.74,2.7083,91200,INLAND
400,866,866,409,-121.33,38.63,2.7181,156800,INLAND
400,1700,1700,395,-122.41,37.8,2.75,168800,NEAR BAY
400,939,939,425,-118.41,34.19,2.8021,224600,<1H OCEAN
400,1579,1579,433,-119.73,36.31,2.8281,60200,INLAND
400,848,848,430,-122.08,37.39,2.8438,307100,NEAR BAY
400,914,914,420,-122.61,38.23,2.9871,193800,<1H OCEAN
400,920,920,392,-117.86,33.84,3.0087,159400,<1H OCEAN
400,1061,1061,413,-122.1,37.68,3.0962,180900,NEAR BAY
400,873,873,413,-117.87,34.13,3.12,194300,<1H OCEAN
400,2246,2246,406,-117.86,33.71,3.152,152800,<1H OCEAN
400,1036,1036,412,-118.31,33.88,3.5556,238000,<1H OCEAN
400,1153,1153,445,-118.07,34.09,3.6083,212000,<1H OCEAN
400,1265,1265,447,-118.01,33.85,3.8864,209300,<1H OCEAN
400,1074,1074,450,-121.97,38.34,4.0329,126800,INLAND
400,1121,1121,437,-118.37,34.05,4.0583,444300,<1H OCEAN
400,1323,1323,385,-120.4,34.85,4.8185,157900,<1H OCEAN
400,1141,1141,409,-122.42,37.62,4.8295,319000,NEAR OCEAN
400,926,926,425,-122.57,37.99,4.9674,320100,NEAR BAY
400,1357,1357,443,-117.66,33.57,5.5545,214200,<1H OCEAN
400,1531,1531,411,-122.25,38.0,6.5006,237700,NEAR BAY
400,974,974,390,-122.25,37.48,7.1621,500001,NEAR OCEAN
400,1006,1006,390,-121.37,38.58,7.3343,280400,INLAND
400,959,959,396,-122.08,37.31,7.8528,368900,<1H OCEAN
400,1081,1081,424,-121.93,37.66,8.3337,500001,<1H OCEAN
401,1065,1065,417,-123.2,39.13,1.375,84400,<1H OCEAN
401,1062,1062,403,-120.83,37.77,1.6759,116700,INLAND
401,1005,1005,587,-114.65,34.89,1.6991,69100,INLAND
401,983,983,427,-120.05,36.97,1.8444,47100,INLAND
401,837,837,396,-121.58,39.15,1.9122,55500,INLAND
401,1384,1384,428,-121.25,37.95,1.9402,62200,INLAND
401,1416,1416,366,-115.52,32.97,1.975,66400,INLAND
401,2177,2177,457,-118.27,33.98,2.125,92500,<1H OCEAN
401,1041,1041,426,-124.09,40.44,2.3947,70500,<1H OCEAN
401,960,960,407,-120.35,37.95,2.4,177000,INLAND
401,1886,1886,392,-118.25,33.98,2.5637,125000,<1H OCEAN
401,1573,1573,422,-122.33,37.58,2.7474,233100,NEAR OCEAN
401,1156,1156,406,-122.72,38.42,2.8036,152300,<1H OCEAN
401,1321,1321,420,-122.24,37.8,2.957,122800,NEAR BAY
401,1170,1170,433,-118.34,33.99,2.9643,140400,<1H OCEAN
401,1168,1168,443,-117.02,34.88,3.0313,80000,INLAND
401,1357,1357,401,-118.44,34.29,3.1588,160100,<1H OCEAN
401,815,815,430,-117.28,34.15,3.1765,135000,INLAND
401,825,825,849,-116.22,33.7,3.2833,124700,INLAND
401,1360,1360,414,-118.85,34.21,3.4773,206700,<1H OCEAN
401,1005,1005,428,-124.05,40.85,3.5156,143000,NEAR OCEAN
401,1105,1105,425,-122.49,37.75,3.7054,308500,NEAR OCEAN
401,1485,1485,457,-118.08,34.09,3.7222,207200,<1H OCEAN
401,1154,1154,384,-122.05,37.96,3.8456,159800,NEAR BAY
401,1120,1120,399,-118.47,34.25,4.1492,195700,<1H OCEAN
401,1175,1175,399,-122.13,37.68,4.1974,179300,NEAR BAY
401,1883,1883,406,-117.04,32.58,5.0311,152100,NEAR OCEAN
401,1056,1056,415,-117.87,34.15,5.4224,269500,INLAND
401,1247,1247,402,-117.82,33.81,5.4395,244000,<1H OCEAN
401,840,840,407,-122.18,37.68,5.4858,187800,NEAR BAY
401,1098,1098,435,-118.05,33.78,6.0,353500,<1H OCEAN
401,1191,1191,378,-118.54,34.25,6.2788,322200,<1H OCEAN
401,1227,1227,423,-117.86,33.91,6.4514,270800,<1H OCEAN
401,1090,1090,396,-122.47,37.75,9.3603,500001,NEAR BAY
402,1346,1346,464,-121.47,38.54,1.2679,56700,INLAND
402,1783,1783,447,-118.27,33.99,1.8086,97100,<1H OCEAN
402,900,900,477,-123.75,40.11,1.9625,101500,<1H OCEAN
402,1622,1622,444,-118.3,33.95,2.2031,96900,<1H OCEAN
402,1133,1133,432,-123.32,39.42,2.3906,92600,<1H OCEAN
402,1268,1268,412,-120.57,37.43,2.6758,74600,INLAND
402,1121,1121,461,-120.57,40.43,2.6902,71500,INLAND
402,1130,1130,419,-118.34,34.05,3.1944,213500,<1H OCEAN
402,910,910,434,-122.26,37.85,3.2031,281500,NEAR BAY
402,1239,1239,402,-118.06,34.08,3.2569,201500,<1H OCEAN
402,1199,1199,399,-118.02,34.09,3.4286,191800,INLAND
402,1218,1218,452,-118.01,33.86,3.4306,194200,<1H OCEAN
402,1333,1333,393,-117.69,33.6,3.475,279500,<1H OCEAN
402,999,999,416,-122.46,37.79,3.7419,500001,NEAR BAY
402,857,857,430,-117.84,33.66,3.7857,231600,<1H OCEAN
402,980,980,387,-119.72,34.42,4.0125,261000,NEAR OCEAN
402,1313,1313,404,-118.05,34.1,4.0179,274300,INLAND
402,783,783,393,-118.35,34.15,4.1544,500001,<1H OCEAN
402,1503,1503,432,-117.98,33.8,4.3036,191400,<1H OCEAN
402,1473,1473,413,-117.93,33.65,4.4211,215200,<1H OCEAN
402,879,879,428,-118.41,34.17,4.692,330900,<1H OCEAN
402,952,952,397,-122.31,37.54,4.75,388200,NEAR OCEAN
402,1002,1002,414,-117.9,33.9,4.9743,193500,<1H OCEAN
402,1547,1547,387,-121.78,37.22,5.0958,217100,<1H OCEAN
402,1261,1261,403,-117.96,33.79,5.2816,221800,<1H OCEAN
402,1526,1526,405,-117.12,32.96,6.0175,238300,<1H OCEAN
402,1016,1016,427,-117.68,33.55,6.065,315500,<1H OCEAN
402,1697,1697,395,-118.48,34.33,6.0891,270100,<1H OCEAN
402,1030,1030,418,-118.39,33.99,6.603,369200,<1H OCEAN
402,1272,1272,419,-121.93,37.74,6.8806,343500,<1H OCEAN
402,1094,1094,417,-118.22,34.22,7.0059,500001,<1H OCEAN
403,901,901,390,-122.28,37.83,1.4103,103900,NEAR BAY
403,1509,1509,468,-118.29,34.0,1.4639,112500,<1H OCEAN
403,1190,1190,448,-117.31,34.14,1.8654,89400,INLAND
403,1467,1467,372,-119.62,36.56,1.8878,51600,INLAND
403,1190,1190,456,-119.73,36.72,2.0294,70400,INLAND
403,1506,1506,437,-119.38,35.49,2.2071,64600,INLAND
403,971,971,390,-119.55,36.51,2.2132,76600,INLAND
403,972,972,405,-121.7,37.93,2.2216,156700,INLAND
403,985,985,413,-120.43,34.95,2.3506,136100,<1H OCEAN
403,718,718,406,-122.68,38.46,2.3929,141300,<1H OCEAN
403,1718,1718,407,-118.21,34.03,2.5268,141100,<1H OCEAN
403,976,976,515,-120.12,41.4,2.6062,52600,INLAND
403,1109,1109,422,-121.8,39.64,2.8306,87500,INLAND
403,1231,1231,430,-120.97,37.84,2.883,141900,INLAND
403,799,799,356,-118.32,34.17,2.9306,279300,<1H OCEAN
403,1177,1177,384,-122.03,38.25,3.1389,101100,INLAND
403,895,895,400,-122.67,38.43,3.2813,202700,<1H OCEAN
403,1056,1056,390,-121.67,39.14,3.6111,112300,INLAND
403,1175,1175,405,-117.33,34.08,3.75,95200,INLAND
403,993,993,405,-117.96,34.14,3.766,163900,INLAND
403,1348,1348,441,-121.69,37.95,3.8125,125400,INLAND
403,1663,1663,414,-117.2,33.14,3.8147,139200,<1H OCEAN
403,1694,1694,399,-117.93,34.03,3.8581,163100,<1H OCEAN
403,1149,1149,423,-121.11,38.91,4.0679,190500,INLAND
403,783,783,489,-117.8,33.53,4.1591,500001,<1H OCEAN
403,1205,1205,423,-118.19,34.1,4.239,213000,<1H OCEAN
403,1219,1219,406,-118.33,33.87,4.2614,267100,<1H OCEAN
403,815,815,518,-117.34,33.06,4.3182,357100,NEAR OCEAN
403,1154,1154,470,-122.5,37.74,4.3611,268100,NEAR OCEAN
403,952,952,444,-118.32,34.2,4.375,341200,<1H OCEAN
403,1238,1238,430,-118.15,34.09,4.4306,225800,<1H OCEAN
403,1347,1347,400,-117.52,33.83,4.46,189800,INLAND
403,1306,1306,396,-118.09,33.95,4.5,166600,<1H OCEAN
403,1006,1006,464,-122.62,38.54,4.5167,265200,<1H OCEAN
403,1128,1128,416,-118.13,33.85,4.6019,208400,<1H OCEAN
403,1189,1189,436,-122.3,37.57,4.7917,276100,NEAR BAY
403,1155,1155,360,-117.96,33.87,4.7984,175800,<1H OCEAN
403,1137,1137,388,-121.94,37.26,4.9236,238000,<1H OCEAN
403,1499,1499,430,-118.01,33.79,5.7837,258000,<1H OCEAN
403,1061,1061,411,-122.23,37.85,6.3434,373600,NEAR BAY
403,1363,1363,403,-117.68,33.54,7.618,341400,<1H OCEAN
404,1208,1208,445,-118.3,33.98,1.6611,95800,<1H OCEAN
404,1156,1156,421,-117.28,34.68,1.8958,55600,INLAND
404,1667,1667,394,-118.38,34.19,2.4375,176300,<1H OCEAN
404,1957,1957,391,-118.25,33.89,2.4537,91500,<1H OCEAN
404,1323,1323,390,-118.33,34.05,2.5284,226300,<1H OCEAN
404,1478,1478,396,-117.93,33.64,2.5301,192900,<1H OCEAN
404,974,974,410,-118.14,33.91,3.0703,180800,<1H OCEAN
404,1283,1283,361,-118.01,34.09,3.1944,181700,INLAND
404,1268,1268,437,-122.03,37.53,3.256,183300,NEAR BAY
404,1130,1130,431,-118.35,33.97,3.2708,128100,<1H OCEAN
404,1302,1302,392,-117.27,33.04,3.55,214600,NEAR OCEAN
404,1251,1251,487,-117.99,33.71,3.6696,218800,<1H OCEAN
404,1156,1156,416,-120.96,37.77,3.8534,157600,INLAND
404,1065,1065,391,-122.84,38.41,4.125,204600,<1H OCEAN
404,1015,1015,442,-118.06,33.8,4.1379,212500,<1H OCEAN
404,1360,1360,379,-117.27,33.2,4.2054,150700,<1H OCEAN
404,988,988,398,-118.02,33.96,4.6226,219700,<1H OCEAN
404,1555,1555,447,-118.44,34.29,4.6864,193800,<1H OCEAN
404,1236,1236,459,-118.07,34.51,4.8667,239900,INLAND
404,917,917,408,-122.31,37.93,5.0399,253400,NEAR BAY
404,1285,1285,371,-121.99,37.54,5.388,225000,<1H OCEAN
404,1156,1156,445,-122.3,37.51,5.4322,391000,NEAR OCEAN
404,1320,1320,414,-121.27,38.44,5.8831,209900,INLAND
404,1204,1204,399,-118.0,33.92,6.1273,289600,<1H OCEAN
404,894,894,417,-122.26,37.88,6.2425,391800,NEAR BAY
404,1137,1137,416,-117.79,33.68,7.2118,311500,<1H OCEAN
404,1098,1098,387,-118.39,33.88,7.6685,474300,<1H OCEAN
404,1604,1604,441,-119.77,34.43,9.7821,500001,NEAR OCEAN
405,1413,1413,379,-118.31,34.0,1.933,120000,<1H OCEAN
405,1798,1798,395,-118.38,34.21,2.3182,171200,<1H OCEAN
405,993,993,429,-118.36,34.04,2.3214,139400,<1H OCEAN
405,820,820,448,-119.65,37.32,2.3565,122300,INLAND
405,1280,1280,431,-118.18,33.98,2.625,206300,<1H OCEAN
405,834,834,388,-119.81,36.76,2.9306,67900,INLAND
405,1461,1461,434,-118.99,35.3,2.9402,56200,INLAND
405,1511,1511,434,-119.19,34.17,3.2314,186800,NEAR OCEAN
405,954,954,378,-119.72,34.41,3.2895,335000,NEAR OCEAN
405,1375,1375,412,-118.01,34.1,3.4609,166300,INLAND
405,911,911,385,-119.69,36.74,3.5128,121600,INLAND
405,1131,1131,399,-118.31,33.9,3.5417,198400,<1H OCEAN
405,1049,1049,391,-118.13,33.85,3.55,212800,<1H OCEAN
405,829,829,427,-121.91,37.3,3.6563,344700,<1H OCEAN
405,1016,1016,457,-120.99,39.18,3.6607,153000,INLAND
405,1095,1095,409,-117.83,33.8,3.8681,196000,<1H OCEAN
405,1016,1016,425,-121.99,37.33,3.9417,285800,<1H OCEAN
405,1187,1187,439,-117.98,33.84,3.9539,191100,<1H OCEAN
405,1347,1347,409,-119.69,36.75,4.0027,93100,INLAND
405,1154,1154,418,-118.0,33.85,4.0455,197200,<1H OCEAN
405,1425,1425,444,-117.43,33.95,4.0526,104500,INLAND
405,1056,1056,401,-118.18,33.87,4.0658,175100,<1H OCEAN
405,669,669,432,-122.42,37.61,4.1513,137500,NEAR OCEAN
405,818,818,450,-117.08,33.03,4.3424,160600,<1H OCEAN
405,1052,1052,407,-122.48,37.75,4.4375,329200,NEAR BAY
405,1027,1027,513,-122.85,38.77,4.6953,241700,<1H OCEAN
405,981,981,401,-121.79,38.67,4.7222,167200,INLAND
405,1101,1101,427,-119.85,36.83,4.8036,141600,INLAND
405,1071,1071,438,-117.12,34.04,4.8173,146600,INLAND
405,1017,1017,395,-117.07,32.8,5.1488,181000,<1H OCEAN
405,1276,1276,414,-121.18,38.8,5.1857,220100,INLAND
405,1464,1464,373,-117.88,33.7,5.4836,225800,<1H OCEAN
405,1233,1233,408,-117.95,33.79,5.6935,218300,<1H OCEAN
405,1507,1507,414,-121.8,37.34,5.8068,263900,<1H OCEAN
406,1196,1196,489,-117.3,34.53,1.2275,64100,INLAND
406,1587,1587,403,-118.26,33.93,1.4917,93200,<1H OCEAN
406,1519,1519,423,-119.55,36.69,1.7132,55900,INLAND
406,1372,1372,442,-118.25,33.9,1.9605,106200,<1H OCEAN
406,904,904,435,-118.15,33.78,2.0875,181300,NEAR OCEAN
406,936,936,399,-118.45,34.05,2.1875,181300,<1H OCEAN
406,1112,1112,388,-122.28,38.29,2.2366,140200,NEAR BAY
406,780,780,444,-117.27,32.85,2.3187,488900,NEAR OCEAN
406,832,832,418,-119.8,36.76,2.3952,78400,INLAND
406,1027,1027,639,-121.86,40.77,2.503,65600,INLAND
406,1578,1578,423,-118.31,34.05,2.5313,305800,<1H OCEAN
406,1615,1615,441,-121.29,38.03,2.5842,111300,INLAND
406,1099,1099,392,-117.07,32.74,2.7661,113900,NEAR OCEAN
406,811,811,416,-122.28,37.88,3.006,227900,NEAR BAY
406,973,973,435,-118.96,35.38,3.0568,85600,INLAND
406,1184,1184,407,-119.05,36.06,3.1625,70600,INLAND
406,1169,1169,418,-118.02,33.92,3.2222,218700,<1H OCEAN
406,1462,1462,426,-118.2,34.12,3.3326,167600,<1H OCEAN
406,1272,1272,425,-122.29,38.28,3.6083,134200,NEAR BAY
406,710,710,471,-121.88,37.26,3.8936,225900,<1H OCEAN
406,1534,1534,411,-122.42,37.73,4.0132,229400,NEAR BAY
406,1305,1305,390,-118.05,33.98,4.0379,172800,<1H OCEAN
406,1269,1269,476,-117.94,34.08,4.064,201200,<1H OCEAN
406,652,652,463,-118.13,33.76,4.25,439300,NEAR OCEAN
406,1376,1376,421,-117.43,33.98,4.2589,152200,INLAND
406,882,882,384,-118.41,34.18,4.375,291700,<1H OCEAN
406,861,861,434,-122.43,37.76,4.4318,437500,NEAR BAY
406,1590,1590,412,-118.04,34.1,4.8017,273800,INLAND
406,913,913,413,-117.81,33.68,5.1583,192200,<1H OCEAN
406,900,900,472,-118.05,33.72,5.2589,226100,<1H OCEAN
406,1273,1273,387,-121.97,37.53,5.4299,236400,<1H OCEAN
406,1208,1208,431,-118.61,34.21,5.4527,227100,<1H OCEAN
406,1338,1338,423,-118.87,34.19,5.5224,240700,<1H OCEAN
406,1110,1110,410,-121.91,36.6,5.5519,329500,NEAR OCEAN
406,1226,1226,418,-118.26,34.24,5.7083,329500,<1H OCEAN
406,1108,1108,411,-118.34,34.0,5.8993,313300,<1H OCEAN
406,1291,1291,427,-117.65,34.12,6.2083,242700,INLAND
406,937,937,420,-122.19,37.43,6.6136,472800,NEAR OCEAN
406,1238,1238,455,-122.59,38.04,8.3646,397300,NEAR BAY
406,1032,1032,454,-117.21,33.02,10.156,500001,NEAR OCEAN
407,1364,1364,463,-121.46,38.55,1.2235,68500,INLAND
407,1061,1061,456,-122.27,37.82,1.5045,93800,NEAR BAY
407,1227,1227,460,-122.21,37.78,1.7188,126800,NEAR BAY
407,1184,1184,423,-119.8,36.65,1.7692,74200,INLAND
407,1272,1272,422,-119.39,36.54,1.8068,59000,INLAND
407,1405,1405,421,-120.49,37.31,2.0521,72400,INLAND
407,1227,1227,458,-117.14,32.72,2.2804,139100,NEAR OCEAN
407,1593,1593,428,-118.27,34.07,2.3438,213300,<1H OCEAN
407,1428,1428,461,-117.29,33.2,2.4754,157300,NEAR OCEAN
407,1887,1887,398,-118.2,34.05,2.625,150000,<1H OCEAN
407,1009,1009,445,-121.04,38.95,2.75,153200,INLAND
407,1500,1500,398,-118.2,34.12,2.8125,155600,<1H OCEAN
407,1245,1245,464,-119.12,36.19,2.9145,114200,INLAND
407,1104,1104,394,-121.29,38.9,3.1691,108700,INLAND
407,1085,1085,440,-122.18,37.78,3.4205,136700,NEAR BAY
407,1162,1162,395,-122.3,38.31,3.455,137500,NEAR BAY
407,1573,1573,417,-118.04,33.92,3.4907,153500,<1H OCEAN
407,1166,1166,450,-118.28,34.25,3.5214,197600,<1H OCEAN
407,1187,1187,457,-117.9,34.14,3.8365,184200,<1H OCEAN
407,784,784,422,-122.03,37.05,3.9728,190900,NEAR OCEAN
407,1135,1135,433,-118.46,34.25,4.2143,224200,<1H OCEAN
407,1144,1144,446,-122.47,38.34,4.3472,261000,<1H OCEAN
407,1146,1146,409,-117.84,33.76,4.3698,229600,<1H OCEAN
407,1101,1101,464,-117.98,33.71,4.4766,230000,<1H OCEAN
407,1103,1103,445,-117.96,33.7,4.725,289600,<1H OCEAN
407,1482,1482,392,-117.15,32.92,4.9024,182900,<1H OCEAN
407,1216,1216,411,-121.35,38.55,5.0427,126900,INLAND
407,1153,1153,438,-122.45,37.73,5.1238,335100,NEAR BAY
407,1159,1159,396,-121.64,39.15,5.234,124900,INLAND
407,1010,1010,407,-122.24,37.48,6.2154,362700,NEAR OCEAN
407,1229,1229,428,-117.82,33.76,6.2944,265600,<1H OCEAN
407,1289,1289,405,-117.66,34.13,6.3842,307100,INLAND
407,1034,1034,426,-117.3,33.07,6.4247,295100,NEAR OCEAN
407,1033,1033,430,-118.4,33.89,6.6321,481500,<1H OCEAN
407,1169,1169,415,-120.44,34.88,6.7694,275100,<1H OCEAN
407,808,808,456,-118.46,34.07,6.7703,500001,<1H OCEAN
407,1097,1097,407,-122.07,37.37,7.9813,473500,NEAR BAY
408,939,939,422,-122.27,40.39,1.3571,59000,INLAND
408,1564,1564,403,-120.07,36.97,1.5662,48000,INLAND
408,1276,1276,426,-117.09,33.71,1.972,90500,INLAND
408,1131,1131,456,-119.79,36.78,2.03,58800,INLAND
408,1416,1416,470,-120.43,34.96,2.0673,136900,<1H OCEAN
408,1856,1856,409,-118.22,33.92,2.1366,100000,<1H OCEAN
408,974,974,465,-118.23,34.12,2.2843,183800,<1H OCEAN
408,1741,1741,436,-118.19,33.99,2.4596,154700,<1H OCEAN
408,1126,1126,413,-120.87,37.76,2.5655,116400,INLAND
408,1514,1514,374,-118.18,33.98,2.5703,178600,<1H OCEAN
408,997,997,1056,-120.34,38.25,2.9821,111500,INLAND
408,1131,1131,436,-119.03,35.34,3.0486,68500,INLAND
408,636,636,447,-118.47,33.99,3.0682,412500,<1H OCEAN
408,1189,1189,400,-122.21,38.11,3.0962,124600,NEAR BAY
408,830,830,457,-122.16,38.05,3.1373,185100,NEAR BAY
408,1172,1172,406,-121.44,38.71,3.5129,101200,INLAND
408,1027,1027,427,-119.72,34.42,3.5905,264700,NEAR OCEAN
408,1217,1217,447,-117.22,34.48,3.6646,109900,INLAND
408,1041,1041,424,-122.49,37.75,3.7562,321200,NEAR OCEAN
408,1377,1377,435,-122.1,37.63,3.7895,180900,NEAR BAY
408,1134,1134,448,-118.35,33.91,3.825,235400,<1H OCEAN
408,1001,1001,427,-117.19,32.84,3.875,172000,NEAR OCEAN
408,1267,1267,450,-121.0,39.23,4.0426,191700,INLAND
408,1218,1218,398,-118.02,33.93,4.1312,193800,<1H OCEAN
408,1153,1153,378,-122.47,37.78,4.1856,404700,NEAR BAY
408,1352,1352,440,-121.88,38.0,4.1947,140300,INLAND
408,683,683,425,-122.26,37.55,4.7045,500001,NEAR BAY
408,1683,1683,429,-117.07,33.14,4.7426,160600,<1H OCEAN
408,892,892,437,-122.02,37.36,4.9671,335200,<1H OCEAN
408,1101,1101,403,-117.86,33.83,5.3439,227100,<1H OCEAN
